Movie_Name,genres,actor_1_name,Polarity,Subjectivity,actor_2_name,Imdb Score
G-Force,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Kelli Garner,0.052203095,0.213845427,Piper Mackenzie Harris,5.1
Wrath of the Titans,Action|Adventure|Fantasy,Liam Neeson,0.079473039,0.141053922,Edgar Ram ­rez,5.8
Dark Shadows,Comedy|Fantasy|Horror,Johnny Depp,-0.027033461,0.408456162,Chlo  Grace Moretz,6.2
Mission: Impossible - Rogue Nation,Action|Adventure|Thriller,Tom Cruise,0.132696896,0.236832817,Jeremy Renner,7.4
The Wolfman,Drama|Fantasy|Horror|Thriller,Anthony Hopkins,0.059398955,0.277559684,Simon Merrells,5.8
The Legend of Tarzan,Action|Adventure|Drama|Romance,Christoph Waltz,0.122485234,0.265672296,Alexander Skarsg ¥rd,6.6
The Accidental Prime Minister,Drama| Biography | U,Anupam Kher| | Suzanne Bernert| Arjun Mathur| Aahana Kumra| Avtar Sahni| Vimal Verma| Anil Rastogi| Mike Gassaway| Atul Sharma| Manoj Anand| Divya Seth,-0.05547619,0.299126984,Akshaye Khanna,6.1
Setters,Drama| Thriller| Crime | U,Aftab Shivdasani|| Sonnalli Seygall| Ishita Dutta| Pavan Malhotra| Vijay Raaz| Jameel Khan,0.085341157,0.199907514, Shreyas Talpade,5.1
Blank,Action| Thriller | UA,Sunny Deol|  Ishita Dutta| Rashika Pradhan| JameelKhan,0.025555614,0.163858126,Karan Kapadia|,5.8
Why Cheat India,Drama | UA,Emraan Hashmi| | Ammar Taalwala,0.039962121,0.135492424,Shreya Dhanwanthary,6
Salt Bridge,Drama | U,Rajeev Khandelwal|| Chelsie Preston Crayford,0.089915268,0.235460881, Usha Jadhav,5.8
Blackboard Vs Whiteboard,Drama | U,Dharmendra Singh| Akhilendra Mishra| Ashok Samarth,0.375,0.675,Raghubir Yadav,4.2
Paharganj,Drama| Thriller| Mystery | A,Brijesh Jayarajan| | Rajeev Gaursingh| Karan Soni| Rajesh Sharma| Gautam Kurup,0.032000197,0.234221435,Lorena Franco,4.2
Romeo Akbar Walter,Thriller| Action | UA,John Abraham| | Jackie Shroff| Sikander Kher,-0.066958042,0.254370629,Mouni Roy,6.8
Panipat,Drama| Action| History | U,Sanjay Dutt| Kriti Sanon| | Padmini Kolhapure| Zeenat Aman| Mohnish Bahl| Suhasini Mulay| Ravindra Mahajani| Gashmeer Mahajani| Nawab Shah| Krutika Deo| Sham Mashalkar,0.045918565,0.152634826,Arjun Kapoor,6.6
Gone Kesh,Drama| Comedy | U,Shweta Tripathi|| Deepika Amin| Jitendra Kumar Biswal,-0.014262372,0.22054155, Vipin Sharma,7.1
Notebook,Drama| Romance | U,Zaheer Iqbal| ,0.07920798,0.241365738,Pranutan Bahl,6.8
Junglee,Adventure| Action| Family | UA,Vidyut Jammwal| | Asha Bhat| Atul Kulkarni| Makarand Deshpande| Akshay Oberoi,0.055368207,0.216397236,Pooja Sawant,5.3
Tennis Buddies,Drama | UA,Divya Dutta| | Dakshita Patel| Bikramjeet Kanwarpal,0.068421053,0.067813765,Ranvir Shorey,5
Kesari,Drama| History| War | UA,Akshay Kumar| Edward Sonnenblick| Mark Bennington| Pavan Malhotra| Ashwath Bhatt| Rana Ranbir| Mir Sarwar,0.083247866,0.232609483, Parineeti Chopra|,7.4
Mard Ko Dard Nahi Hota,Comedy| Drama| Action | UA,Abhimanyu Dasani| | Gulshan Devaiah| Mahesh Manjrekar| Jimit Trivedi,0.176666667,0.323333333,Radhika Madan,7.4
Photograph,Drama| Romance | UA,Nawazuddin Siddiqui|| Denzil Smith,0.071013376,0.218499824, Sanya Malhotra,6.9
URI: The Surgical Strike,Drama| Action| War | UA,Vicky Kaushal| | Kirti Kulhari| Vikramjeet Virk| Paresh Rawal| Manish Chaudhary| Anil George| Swaroop Sampat,0.071363636,0.124360269,Yami Gautam,8.4
Milan Talkies,Drama | UA,Ali Fazal| | Sanjay Mishra| Ashutosh Rana| Yashpal Sharma| Sikander Kher| Pankaj Tripathi| Reecha Sinha,0.25,0.4,Shraddha Srinath,5.3
Ek Ladki Ko Dekha Toh Aisa Laga,Drama| Comedy| Romance | UA,Anil Kapoor| Sonam Kapoor| | Juhi Chawla| Madhumalti Kapoor| Regina Cassandra| Abdul Quadir Amin| Brijendra Kala| Seema Pahwa| Abhishek Duhan,0.180543008,0.351482213,Rajkummar Rao,6.6
Hamid,Drama | UA,Talha Arshad Reshi| | Sumit Kaul| Mir Sarwar,0.07320077,0.191642467,Rasika Dugal,7.7
Manikarnika: The Queen Of Jhansi,Drama| Biography| History| Action | UA,Kangana Ranaut| | Jisshu Sengupta| Suresh Oberoi| Danny Denzongpa| Kulbhushan Kharbanda| Mohammed Zeeshan Ayyub| Ankita Lokhande| Taher Shabbir| Manish Wadhwa| Yash Tonk| Mishti Chakravarty| Unnati Davara,0.164583333,0.26875,Atul Kulkarni,6.5
Thackeray,Drama| Biography | UA,Nawazuddin Siddiqui| ,0.048483923,0.157814408,Amrita Rao,5.1
Bee Movie,Adventure|Animation|Comedy|Family,Matthew Broderick,0.039875208,0.225322201,Oprah Winfrey,6.2
Kung Fu Panda 2,Action|Adventure|Animation|Comedy|Family,Angelina Jolie Pitt,0.036354028,0.117355961,Gary Oldman,7.3
The Last Airbender,Action|Adventure|Family|Fantasy,Seychelle Gabriel,0.034349827,0.190530168,Noah Ringer,4.2
Mission: Impossible III,Action|Adventure|Thriller,Philip Seymour Hoffman,0.03411306,0.16581384,Tom Cruise,6.9
White House Down,Action|Drama|Thriller,Channing Tatum,0.02915457,0.203551174,Jake Weber,6.4
Mars Needs Moms,Action|Adventure|Animation|Comedy|Family|Sci-Fi,Elisabeth Harnois,-0.002735615,0.253306052,Dan Fogler,5.4
Flushed Away,Adventure|Animation|Comedy|Family,Hugh Jackman,0.039014516,0.188054739,Kate Winslet,6.7
Pan,Adventure|Family|Fantasy,Hugh Jackman,0.089007772,0.237497363,Cara Delevingne,5.8
Mr. Peabody & Sherman,Adventure|Animation|Comedy|Family|Sci-Fi,Ty Burrell,0.045562771,0.18577868,Zach Callison,6.9
Troy,Adventure,Brad Pitt,0.0528415,0.231521145,Orlando Bloom,7.2
Madagascar 3: Europe's Most Wanted,Adventure|Animation|Comedy|Family,Jada Pinkett Smith,0.154444444,0.199444444,Martin Short,6.9
Die Another Day,Action|Adventure|Thriller,Toby Stephens,-0.028942552,0.32547967,Colin Salmon,6.1
Ghostbusters,Action|Comedy|Fantasy|Sci-Fi,Ed Begley Jr.,0.061601863,0.213069796,Kate McKinnon,5.5
Armageddon,Action|Adventure|Sci-Fi|Thriller,Bruce Willis,0.049163215,0.240366669,Steve Buscemi,6.6
Men in Black II,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,Will Smith,-0.111865817,0.414439279,Rosario Dawson,6.1
Beowulf,Action|Adventure|Animation|Fantasy,Robin Wright,0.052211404,0.226417644,Anthony Hopkins,6.3
Kung Fu Panda 3,Action|Adventure|Animation|Comedy|Family,J.K. Simmons,0.025662037,0.09464665,Angelina Jolie Pitt,7.2
Mission: Impossible - Ghost Protocol,Action|Adventure|Thriller,Tom Cruise,0.047947588,0.254397289,Jeremy Renner,7.4
Rise of the Guardians,Adventure|Animation|Family|Fantasy,Hugh Jackman,0.079763167,0.188483254,Kamil McFadden,7.3
Fun with Dick and Jane,Comedy|Crime,John Michael Higgins,0.253139603,0.245809885,Richard Burgi,6.1
The Last Samurai,Action|Drama|History|War,Tom Cruise,0.058696619,0.186091614,Tony Goldwyn,7.7
Sonchiriya,Drama| Action| Crime | A,Bhumi Pednekar|| Manoj Bajpayee| Ashutosh Rana| Ranvir Shorey,0.141865661,0.298732719,Sushant Singh Rajput,7.5
Luka Chuppi,Romance| Comedy | UA,Kartik Aaryan| | Aparshakti Khurana| Pankaj Tripathi| Vinay Pathak,0.058333333,0.116071429,Kriti Sanon,6.8
Padmaavat,Drama|History|Romance,Deepika Padukone||Shahid Kapoor|Aditi Rao Hydari|Jim Sarbh|Anupriya Goenka|Raza Murad|Ujjwal Chopra|Komal Chhabria|Lankesh Bhardwaj|Bhawani Muzamil|Hriiday Malhotra|Deepak Shreemali|Manish Wadhwa|,0.119160749,0.240935673,Ranveer Singh,7
Jaane kyun de yaaron,Drama,Akshay Anand||Hitesh Bhardwaj|Abhay Bhargav|Ravi Raj Kande|Viju Khote|Usha Nadkarni|Chetna Pande|Daya Shankar Pandey|Raghu Raja|Abhishek Sharma|Vikram Singh|Yashwant Singh|,0.375,0.675,Kabir Bedi,4.4
Sonu Ke Titu Ki Sweety,Comedy|Romance,Kartik Aaryan||Sunny Singh Nijjar|Alok Nath|Madhumalti Kapoor|Ishita Raj|Pawan Chopra|Ayesha Raza|Deepika Amin|Rajesh Jais|Virendra Saxena|,-0.091428571,0.220238095,Nushrat Bharucha,7.1
Hate Story IV,Crime|Drama|Thriller,Lee Byford||Gulshan Grover|Vaunisha Kapoor|Lee Nicholas Harris|Ty Hurley|Komal Chhabria|Shaad Randhawa|Atul Sharma|Manoj Anand|Daniel Eghan|Tia Bajpai|Vivan Bhatena|Swaylee Loughnane|,-0.8,0.9,Urvashi Rautela,3.3
3 Storeys,Drama,Aisha Ahmed||Richa Chadha|Gopal Das|Mallhar Goenka|Sharman Joshi|Saunskruti Kher|Omkar Kulkarni|Masumeh Makhija|Himanshu Malik|Himmat Mav|Ankit Rathi|Pulkit Samrat|Renuka Shahane|,0.047090909,0.256583333,Tarun Anand,7.1
Raid,Action|Crime|Drama,Ajay Devgn||Ileana D'Cruz|Amit Sial|,0.038175825,0.279834573,Saurabh Shukla,7.4
Hichki,Comedy|Drama,Rani Mukerji|Sachin||Rohit Saraf|Jannat Zubair Rahmani|Harsh Mayar|Vikram Gokhale|Leena Acharya|Supriya Pilgaonkar|Ivan Rodrigues|Shivkumar Subramaniam|Asif Basra|Hussain Dalal|Riya Shukla|,0.094971454,0.272751061,Neeraj Kabi,7.5
Missing,Drama|Mystery|Thriller,Manoj Bajpayee|Tabu||Rajesh Jais|Naveen Kaushik|Kali Prasad Mukherjee|Priyanka Setia|Jaswinder Gardner|Shruti Chandana|Ashu Sharma|V.M. Badola|Sudeep Sarangi|,0.069793399,0.249925662,Annu Kapoor,5.7
Baaghi 2,Action|Thriller,Tiger Shroff|Disha Patani||Randeep Hooda|Deepak Dobriyal|Prateik|Darshan Kumaar|,0.117121212,0.176060606,Manoj Bajpayee,5
High Jack,Comedy,Sumeet Vyas||Sonnalli Seygall|,0.128796496,0.427071671,Mantra Mugdh,5.2
Khajoor Pe Atke,Comedy,Vinay Pathak||Alka Amin|Manoj Pahwa|,0.116666667,0.116666667,Suneeta Sengupta,5.6
Parmanu: The Story of Pokhran,Action|Drama|History,John Abraham||Diana Penty|Anuja Sathe|Vikas Kumar|Yogendra Tiku|Aditya Hitkari|Ajay Shankar|Darshan Pandya|Mark Bennington|,-0.097619048,0.15015873,Boman Irani,7.7
Bioscopewala,Drama,Danny Denzongpa||Adil Hussain|Tisca Chopra|Brijendra Kala|Ekavali Khanna|Maya Sarao|Miraya Suri|Prisha Dabbas|Sahra Khan Sahibi|Simon Frenay|Shashi Bhushan|Subroto Sarkar|Sumit Sarkar|,-0.05,0.3,Geetanjali Thapa,7.7
Phamous,Comedy|Crime|Drama,Jimmy Sheirgill||Kay Kay Menon|Pankaj Tripathi|Jackie Shroff|Mahie Gill|Brijendra Kala|Achyut Potdar|Deep Raj Rana|Jameel Khan|Samvedna Suwalka|Karan Patel|Padmavati Rao|Satyadeep Misra|,0.047855409,0.170162303,Shriya Saran,3.7
Race 3,Action|Thriller,Anil Kapoor||Bobby Deol|Jacqueline Fernandez|Daisy Shah|Saqib Saleem|Freddy Daruwala|,0.056137029,0.222878303,Salman Khan,2
Dhadak,Comedy|Drama|Romance,Ishaan Khattar||Ashutosh Rana|Aditya Kumar|Kharaj Mukherjee|Ankit Bisht|Shalini Kapoor|Aishwarya Narkar|Usha Shree|Sartaj Ansari|Hempushpak Arora|Aishwarya Avinash|Vishwanath Chatterjee|Alok Ranjan Chaudhary|,0.072398753,0.324739787,Janhvi Kapoor,4.5
Sanju,Biography|Drama,Ranbir Kapoor||Manisha Koirala|Vicky Kaushal|Dia Mirza|Anushka Sharma|Sonam Kapoor|Jim Sarbh|Karishma Tanna|Boman Irani|Ashnoor Kaur|Siya|Tabu|Sayaji Shinde|,0.112885334,0.215496644,Paresh Rawal,7.8
Mulk,Drama,Taapsee Pannu||Prateik|Ashutosh Rana|Neena Gupta|Ashrut Jain|Simran Nisha|,0.030609578,0.250053842,Rishi Kapoor,6.7
Brij Mohan Amar Rahe,Comedy|Crime|Drama,Arjun Mathur||Sheetal Thakur|Manav Vij|Aanchal Chauhan|Sunny Hinduja|Vijayant Kohli|Yogendra Tiku|Lokesh Mittal|Jitendra Gupta|,-0.291666667,0.541666667,Nidhi Singh,7
Karwaan,Comedy|Drama,Irrfan Khan||Mithila Palkar|Amala Akkineni|Akash Khurana|Kriti Kharbanda|Donna Munshi|Abir Abrar|Beena Banerjee|Siddharth Menon|Adrika Shetty|Sameer Saxena|Kallirroi Tziafeta|Richard John Lovatt|,0.062409922,0.165150745,Dulquer Salmaan,7.5
Gold,Drama|History|Sport,Akshay Kumar||Kunal Kapoor|Amit Sadh|Viineet Kumar|Sunny Kaushal|Nikita Dutta|Andrew Havill|Manjit Singh|Christopher James Burton|Kumud Pant|Varun Raj|Sam Succoi|Bhawsheel Sahni|,0.067601296,0.247999517,Mouni Roy,7.3
Satyameva Jayate,Action|Thriller,John Abraham||Aisha Sharma|Amruta Khanvilkar|Manish Chaudhary|Myrah Dandekar|Devdutta Nage|Nora Fatehi|,0.123603368,0.302841173,Manoj Bajpayee,5.6
Shamitabh,Drama,Amitabh Bachchan||Akshara Haasan|Abhinaya|Pete Meads|Rukmini Vijayakumar|Shubham|Pratik|Sonamani|Rajeev|Ajay Jadhav|Asif Ali Beg|Ivan Rodrigues|Uday Tikekar|,0.06,0.26,Dhanush,6.8
Dilwale,Action|Comedy|Romance,Shah Rukh Khan|Kajol||Kriti Sanon|Boman Irani|Varun Sharma|Johnny Lever|Mukesh Tiwari|Pankaj Tripathi|Sanjay Mishra|Chetna Pande|Vinod Khanna|Kabir Bedi|,0.075838337,0.147589952,Varun Dhawan,5.2
Exodus: Gods and Kings,Action|Adventure|Drama,Christian Bale,0.048186728,0.12184928,Mar ­a Valverde,6.1
Star Trek,Action|Adventure|Sci-Fi,Chris Hemsworth,0.107991829,0.2684505,Leonard Nimoy,8
Spider-Man,Action|Adventure|Fantasy|Romance,J.K. Simmons,0.063285259,0.271389016,James Franco,7.3
How to Train Your Dragon 2,Action|Adventure|Animation|Comedy|Family|Fantasy,Gerard Butler,0.043671584,0.214573373,Djimon Hounsou,7.9
Gods of Egypt,Action|Adventure|Fantasy,Gerard Butler,0.023376341,0.089594817,Elodie Yung,5.5
Stealth,Action|Adventure|Sci-Fi|Thriller,Sam Shepard,0.105107061,0.314755039,Joe Morton,5
Watchmen,Action|Drama|Mystery|Sci-Fi,Matt Frewer,0.07124092,0.254333216,Billy Crudup,7.7
Lethal Weapon 4,Action|Crime|Thriller,Jet Li,0.069668263,0.225095865,Rene Russo,6.6
Hulk,Action|Sci-Fi,Kevin Rankin,0.026590408,0.24666956,Regi Davis,5.7
G.I. Joe: Retaliation,Action|Adventure|Sci-Fi|Thriller,Channing Tatum,0.047851967,0.276345756,Dwayne Johnson,5.8
Sahara,Action|Adventure|Comedy|Thriller,Matthew McConaughey,0.037379847,0.208941875,Rainn Wilson,6
Final Fantasy: The Spirits Within,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,Steve Buscemi,0.055981756,0.771156119,Ming-Na Wen,6.4
Captain America: The First Avenger,Action|Adventure|Sci-Fi,Chris Evans,0.220664071,0.354753758,Dominic Cooper,6.9
Bajrangi Bhaijaan,Action|Comedy|Drama,Salman Khan|Harshaali Malhotra||Kareena Kapoor|Sharat Saxena|Alka Badola Kaushal|Om Puri|Meher Vij|Rajesh Sharma|Mir Sarwar|Khushaal Pawar|Krunal Pandit|Manoj Bakshi|Mursaleem Qureshi|,0.060236806,0.264370855,Nawazuddin Siddiqui,8
Bajirao Mastani,Action|Drama|History,Ranveer Singh|||Tanvi Azmi|Mahesh Manjrekar|Raza Murad|Aditya Pancholi|Milind Soman|Vaibhav Tatwawaadi|Yatin Karyekar|Benjamin Gilani|Zila Khan|Ganesh Yadav|Sukhada Khandkekar|,0.098822772,0.250178643,Priyanka Chopra,7.2
Genius,Action|Thriller,Utkarsh Sharma||Mithun Chakraborty|Ayesha Jhulka|Nawazuddin Siddiqui|,0.073390255,0.270940633,Ishita Chauhan,4.6
Stree,Comedy|Horror,Rajkummar Rao|Shraddha Kapoor||Aparshakti Khurana|Abhishek Banerjee|Ram Kishan Dhakad|Atul Srivastava|Vijay Raaz|Aakash Dabhade|Nora Fatehi|Kriti Sanon|Flora Saini|,0.046815636,0.175447279,Pankaj Tripathi,7.7
Paltan,Action|Drama|History,Jackie Shroff||Sonu Sood|Gurmeet Choudhary|Abdul Quadir Amin|Siddhant Kapoor|Harshvardhan Rane|Luv Sinha|Abhilash Chaudhary|Esha Gupta|Bijou Thaangjam|Sonal Chauhan|Monica Gill|Dipika Kakar|,0.148195268,0.303902705,Arjun Rampal,5.2
Batti Gul Meter Chalu,Drama,Shahid Kapoor||Divyendu Sharma|Yami Gautam|Sushmita Mukherjee|Samir Soni|Ashrut Jain|,0.037037037,0.187962963,Shraddha Kapoor,6.1
Love Sonia,Drama,Abhishek Bharate||Mrunal Thakur|Adil Hussain|Kiran Khoje|Saroj Sharma|Bhavik Jain|Sonali Jain|Rahul Goyal|Sai Tamhankar|D.P. Singh|Anupam Kher|Nikita Aggarwal|Ankur Vikal|,0.296028221,0.437261815,Riya Sisodiya,7.4
Manto,Biography|Drama,Nawazuddin Siddiqui||Tahir Raj Bhasin|Nazma Ali Shaikh|Ashwini Giri|Neeraj Sood|Purab Kohli|Swanand Kirkire|Chittaranjan Tripathy|Vihaan Das Maskara|Nishith Dadhich|Sunil Kamath|Priyanka Misal|Suhas Joshi|,0.068079191,0.213642414,Rasika Dugal,7.4
Ishqeria,Comedy|Romance,Manish Anand||Richa Chadha|Juby Devasia|Lata Gandi|Gurbani|Bikramjeet Kanerwal|Mustaq Khan|Ehsaas Madan|Neil Nitin Mukesh|Rajni Nayyar|Sanaya Pithawalla|Mrudula Sathe|Mrinalini Sharma|,0.5,0.9,Raj Babbar,4.2
Manmarziyaan,Romance,Taapsee Pannu||Vicky Kaushal|Jasmin Bajwa|Ashnoor Kaur|Swairaj Sandhu|Neelu Kohli|Poonam Shah|Priyanka Shah|Sukhmani Sadana|Saurabh Sachdeva|Arshpreet Singh|,0.063246492,0.148720857,Abhishek Bachchan,6.9
Mitron,Comedy,Jackky Bhagnani||Prateik|Perlene Bhersaina|Rishi Panchal|Neha Reddy|,0.049359423,0.144468807,Kritika Kamra,6.9
Baazaar,Crime|Drama|Thriller,Radhika Apte||Chitrangda Singh|Danish Husain|Denzil Smith|Pawan Chopra|Manish Chaudhary|Rohan Vinod Mehra|Karan Singh Chhabra|Mukesh Hariawala|Sahil Sangha|Mayur Bansiwal|Sonia Balani|Sai Gundewar|,0.047727273,0.25245098,Saif Ali Khan,6.6
Jalebi,Drama,Rhea Chakraborty||Digangana Suryavanshi|Arya Poorti|Mahesh Thakur|,0.08620131,0.191849988,Varun Mitra,6.3
FryDay,Comedy,Govinda||Sanjay Mishra|Rajesh Sharma|Digangana Suryavanshi|Prabhleen Sandhu|,0.086848788,0.23492105,Varun Sharma,5.4
Tumbbad,Drama|Fantasy|Horror,Sohum Shah|Jyoti Malshe|Anita Date|Ronjini Chakraborty||,0.090429678,0.1958232,Deepak Damle,8.2
Helicopter Eela,Drama,Kajol||Tota Roy Chowdhury|Neha Dhupia|,0.09,0.27,Riddhi Sen,5.5
Namaste England,Comedy|Drama|Romance,Arjun Kapoor||Atul Sharma|Aditya Seal|Joakim Skarli|Sammy John Heaney|Shreya Mehta|Vaunisha Kapoor|Sonia Goswami|Hiten Patel|Satish Kaushik|Manoj Anand|Katie Iqbal|Alankrita Sahai|,0.069510582,0.438955026,Parineeti Chopra,1.7
Tiger Zinda Hai,Action|Adventure|Thriller,Salman Khan|f|Anupriya Goenka|Paresh Rawal|Nawab Shah|Zachary Coffin|Angad Bedi|Kumud Mishra|Danish Bhatt|Ryan Sturz|Girish Karnad|Kashmira Irani|Varun V. Sharma|Vibhoutee Sharma|,0.120376894,0.235309919,Katrina Kai,6
Golmaal Again,Action|Comedy|Fantasy,Ajay Devgn|i|Tusshar Kapoor|Shreyas Talpade|Kunal Khemu|Parineeti Chopra|Tabu|Neil Nitin Mukesh|Prakash Raj|Johnny Lever|Sanjay Mishra|Mukesh Tiwari|Uday Tikekar|Vrajesh Hirjee|,0.044666667,0.134666667,Arshad Warsi,4.9
Judwaa 2,Action|Comedy,Varun Dhawan||Taapsee Pannu|Anupam Kher|Sachin Khedekar|Prachee Shah Paandya|Upasna Singh|Rajpal Yadav|Vivan Bhatena|Zakir Hussain|Manoj Joshi|Charlie Carter|Fernanda Diniz|Benny Bereal|,0.105660049,0.20245559,Jacqueline Fernandez,3.8
OK Jaanu,Drama|Romance,Shraddha Kapoor||Aditya Roy Kapoor|Srishti Shrivastava|Kitu Gidwani|Vibhoutee Sharma|Sarika Singh|Sanjay Gurbaxani|Jasmeet Singh Bhatia|Paul Varghese|Anil Khopkar|Leela Samson|Balkrishna Doshi|Neeraj Goswami|,0.363715278,0.437291667,Naseeruddin Shah,5.1
Coffee with D,Comedy,Sunil Grover||Dipannita Sharma|Rajesh Sharma|,0.097276226,0.276664314,Zakir Hussain,4.5
Kaabil,Action|Drama|Thriller,Hrithik Roshan||Ronit Roy|Rohit Roy|Narendra Jha|Girish Kulkarni|Sahidur Rahaman|Suresh Menon|,0.092619048,0.235152505,Yami Gautam,7.1
Raees,Action|Crime|Drama,Raj Arjun||Shubham Tukaram|Yug|Sagar|Sheeba Chaddha|Loveleen Mishra|Utkarsh Mazumdar|Prasoon Narayan|Avinash Razdan|Nishad Raj Rana|Ashok|Atul Kulkarni|Mahendra Shrivas|,0.082633069,0.198357001,Shubham Chintamani,6.8
Thugs of Hindostan,Action|Adventure,Aamir Khan|Katrina Kaif||Fatima Sana Shaikh|Lloyd Owen|Ronit Roy|Joe Azzopardi|Terence J. Rotolo|Mohammed Zeeshan Ayyub|Sharat Saxena|Shaji Chaudhary|Satyadev Kancharana|Bilal Hossein|Abdul Quadir Amin|,0.0575,0.0775,Amitabh Bachchan,4
The Ghazi Attack,Action|Thriller|War,Rana Daggubati||Atul Kulkarni|Om Puri|Nassar|Rahul Singh|Milind Gunaji|Taapsee Pannu|,0.045758929,0.096651786,Kay Kay Menon,7.6
Irada,Drama|Mystery|Thriller,Naseeruddin Shah||Divya Dutta|Sharad Kelkar|Sagarika Ghatge|Rajesh Sharma|Rumana Molla|Nikhil Pandey|Prashantt Guptha|Diwakar Kumar|Harmeet Kaur|Savita Bhatti|Prince Soni|Rohan Shah|,0.098553815,0.271146337,Arshad Warsi,6.2
Rangoon,Action|Drama|History,Kangana Ranaut||Saif Ali Khan|Manav Vij|Ujjwal Chopra|Kuldeep Sareen|Saharsh Kumar Shukla|Rushad Rana|Shriswara Dubey|Gajraj Rao|Pooja Sarup|Atul Kumar|Richard McCabe|Alex Avery|,0.044433063,0.239500143,Shahid Kapoor,5.7
Wedding Anniversary,Drama,Nana Patekar||Priyanshu Chatterjee|,0.126326872,0.209621986,Mahie Gill,5.4
The World Is Not Enough,Action|Adventure|Thriller,Colin Salmon,0.054949826,0.399983853,Maria Grazia Cucinotta,6.4
Master and Commander: The Far Side of the World,Action|Adventure|Drama|History|War,James D'Arcy,0.138348221,0.806988542,Lee Ingleby,7.4
The Twilight Saga: Breaking Dawn - Part 2,Adventure|Drama|Fantasy|Romance,Robert Pattinson,0.094136364,0.164954545,Kristen Stewart,5.5
Happy Feet 2,Animation|Comedy|Family|Musical,Robin Williams,0.079038608,0.294652264,Brad Pitt,5.9
The Incredible Hulk,Action|Adventure|Sci-Fi,Ty Burrell,0.047993544,0.209471098,Peter Mensah,6.8
Miami Vice            ,Action|Crime|Drama|Mystery|Thriller,Don Johnson,0.097186656,0.243820678,Philip Michael Thomas,7.5
The BFG,Adventure|Family|Fantasy,Mark Rylance,0.028139956,0.269979429,Penelope Wilton,6.8
The Revenant,Adventure|Drama|Thriller|Western,Leonardo DiCaprio,0.03956991,0.255923958,Tom Hardy,8.1
Turbo,Adventure|Animation|Comedy|Family|Sport,Ryan Reynolds,0.074640012,0.249919023,Snoop Dogg,6.5
Rango,Adventure|Animation|Comedy|Family|Western,Johnny Depp,0.079033076,0.232118387,Ray Winstone,7.2
Penguins of Madagascar,Adventure|Animation|Comedy|Family,Benedict Cumberbatch,0.081952069,0.172403062,Annet Mahendru,6.7
The Bourne Ultimatum,Action|Mystery|Thriller,Matt Damon,0.02784463,0.186998668,Edgar Ram ­rez,8.1
Kung Fu Panda,Action|Adventure|Animation|Comedy|Family,Angelina Jolie Pitt,0.088215785,0.244781288,Wayne Knight,7.6
Ant-Man,Action|Adventure|Comedy|Sci-Fi,Judy Greer,0.068845267,0.216564562,Hayley Atwell,7.4
The Hunger Games: Catching Fire,Adventure|Sci-Fi|Thriller,Jennifer Lawrence,-0.190053364,0.403831634,Josh Hutcherson,7.6
Home,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Jim Parsons,0.067155417,0.256086134,Matt Jones,6.7
War of the Worlds,Adventure|Sci-Fi|Thriller,Tom Cruise,0.067965184,0.266543649,Lisa Ann Walter,6.5
Bad Boys II,Action|Comedy|Crime|Thriller,Will Smith,-0.444770653,0.58747706,Henry Rollins,6.6
Puss in Boots,Action|Adventure|Animation|Comedy|Family|Fantasy,Salma Hayek,0.022023318,0.198398432,Constance Marie,6.7
Salt,Action|Crime|Mystery|Thriller,Angelina Jolie Pitt,0.095667655,0.261770655,Andre Braugher,6.4
Noah,Action|Adventure|Drama,Anthony Hopkins,0.067222457,0.213527507,Emma Watson,5.8
The Adventures of Tintin,Action|Adventure|Family|Mystery,Toby Jones,0.083110093,0.205569751,Mackenzie Crook,7.4
Harry Potter and the Prisoner of Azkaban,Adventure|Family|Fantasy|Mystery,Daniel Radcliffe,0.109265365,0.212662977,Gary Oldman,7.8
Australia,Adventure|Drama|Romance|War,Essie Davis,0.045776953,0.210410886,Bryan Brown,6.6
After Earth,Action|Adventure|Sci-Fi,Will Smith,0.073962251,0.245163659,Zo  Kravitz,4.9
Harry Potter and the Deathly Hallows: Part II,Action|Fantasy,Rupert Grint,0.030952381,0.096785714,Dave Legeno,7.5
Jeena Isi Ka Naam Hai,Drama,Arbaaz Khan||Ashutosh Rana|Manjari Fadnnis|Prem Chopra|Rati Agnihotri|Supriya Pathak|Aayam Mehta|Hannah Panneriy|Roma Bali|Ashok Banthia|Raju Kher|Poonam Labana|Bhanu Pratap Singh|,0.466666667,0.225,Himansh Kohli,5.6
Badrinath Ki Dulhania,Comedy|Drama|Romance,Varun Dhawan||Sahil Vaid|Swanand Kirkire|Rituraj Singh|Yash Sinha|Rajendra Sethi|Brahma Mishra|Shweta Basu Prasad|Leena Prabhu|Kanupriya Pandit|Sukhmani Lamba|Akansha Singh|Gauhar Khan|,0.203125,0.303395563,Alia Bhatt,6.2
Trapped,Action|Drama|Thriller,Rajkummar Rao||Shiladitya Sen|Rahul Patel|Rahul Dutta|Vishwas|Girish|Malay Garg|Rajiv Khanna|Yogendra Vikram Singh|Patrick Graham|Hardik Mehta|Vivek Soni|Anup Rupanwar|,0.026315227,0.246672325,Geetanjali Thapa,7.5
